state,county,tract,travel.time.to.work_less than 10 minutes,travel.time.to.work_10 to 14 minutes,travel.time.to.work_15 to 19 minutes,travel.time.to.work_20 to 24 minutes,travel.time.to.work_25 to 29 minutes,travel.time.to.work_30 to 34 minutes,travel.time.to.work_35 to 44 minutes,travel.time.to.work_45 to 59 minutes,travel.time.to.work_60 minutes or more
48,031,950100,2490,1575,3795,4400,4645,3330,2180,7505,21665
48,031,950200,3585,2460,2785,2980,2070,5670,3240,10600,28115
48,033,950100,,,,,,,,,
48,035,950100,740,630,2470,2630,1375,4890,2335,6755,27910
48,035,950200,,,,,,,,,
48,035,950300,,,,,,,,,
48,035,950400,1385,2175,1755,3600,1890,4710,3030,7635,10800
48,035,950500,,,,,,,,,
48,035,950600,,,,,,,,,
48,035,950700,485,955,1095,1700,3875,6810,5835,2590,5400
48,037,010100,,,,,,,,,
48,037,010400,,,,,,,,,
48,037,010500,,,,,,,,,
48,037,010600,,,,,,,,,
48,037,010700,,,,,,,,,
48,037,010800,,,,,,,,,
48,037,010901,,,,,,,,,
48,037,010902,,,,,,,,,
48,037,011000,,,,,,,,,
48,037,011100,,,,,,,,,
48,037,011200,1390,7335,10305,10125,3775,5010,3930,2015,11325
48,037,011300,,,,,,,,,
48,037,011401,1070,3600,14365,10095,10875,11430,7910,2530,6720
48,037,011402,,,,,,,,,
48,037,011501,1665,5320,2585,6185,2190,9420,2495,3780,4180
48,037,011502,,,,,,,,,
48,037,011600,1900,2375,3335,5500,3075,8835,4920,8750,5980
48,037,011700,290,630,1575,3850,1850,3480,3695,3195,3950
48,039,660100,775,1800,5110,6080,4100,8040,10895,17960,11195
48,039,660200,1060,2470,4060,7715,6445,17430,12480,11795,16390
48,039,660300,2550,4370,5310,18010,3850,29460,13875,33560,33375
48,039,660400,1925,5075,8955,17520,9350,25620,12305,25405,42910
48,039,660500,2145,6680,6285,9505,4700,25290,21705,22405,25820
48,039,660601,990,2560,9045,15720,6200,29880,24295,58780,21420
48,039,660602,2765,4400,13800,40060,35950,111830,70415,175510,116080
48,039,660701,2280,6650,9735,20235,10275,28425,38990,49375,77785
48,039,660702,1845,4765,5760,15260,4425,43440,26485,55940,44265
48,039,660801,2240,3130,4275,8680,5625,28060,27215,38720,33445
48,039,660802,670,2010,7160,3500,5075,17940,16800,45130,25995
48,039,660900,590,3440,5955,7820,3625,16410,6590,19450,26960
48,039,661000,965,1850,6900,3280,6420,14670,9995,16215,19480
48,039,661100,490,1240,2205,3640,1875,7500,5235,7595,7740
48,039,661200,,,,,,,,,
48,039,661300,590,1945,2450,2650,1675,6420,3995,2610,9665
48,039,661400,2215,2610,4140,9190,2950,11100,8055,16290,35295
48,039,661501,525,1490,7185,3800,3750,7560,8745,17005,8585
48,039,661502,605,1380,3300,3720,1925,6840,9300,18600,20350
48,039,661601,1550,4930,3255,6105,1875,13300,11245,8300,25950
48,039,661602,465,1540,2655,1540,3250,11550,2880,3175,22305
48,039,661700,1015,580,975,2960,900,3470,1965,9525,14760
48,039,661800,180,1900,4050,4680,2810,9300,10335,35835,40645
48,039,661900,910,690,3780,9620,4150,17220,12155,30140,35650
48,039,662000,730,2090,4725,5440,1875,12450,10265,11300,26225
48,039,662100,1040,3640,6605,3020,2175,13890,4600,7160,21865
48,039,662200,2860,6680,2355,6175,6525,10680,4900,7505,15850
48,039,662300,2105,2190,2985,4620,4275,7350,2845,7220,10210
48,039,662400,1325,4050,6645,6680,6475,7470,4370,9225,21390
48,039,662500,445,1745,3905,5370,1575,4620,1015,4350,12320
48,039,662600,825,1985,2160,4815,1950,3660,3665,2865,11560
48,039,662700,,,,,,,,,
48,039,662800,2060,2150,5225,2580,5375,5220,8855,11510,18240
48,039,662900,930,1190,6340,5520,5975,12900,2810,6335,10550
48,039,663000,630,550,3755,6230,3590,10565,2520,3075,14855
48,039,663100,775,5470,8970,6720,2500,2220,3530,7435,17590
48,039,663200,2535,5260,9030,5800,2950,4290,3645,3880,11925
48,039,663300,,,,,,,,,
48,039,663400,4125,6730,9400,9180,1425,3720,,9165,30510
48,039,663500,3015,8005,12245,3780,,5010,5170,3240,28390
48,039,663600,,,,,,,,,
48,039,663700,1160,5135,6630,5260,,3005,1080,3885,7830
48,039,663800,4050,5860,7660,7640,1575,3420,5045,3095,14565
48,039,663900,,,,,,,,,
48,039,664000,,,,,,,,,
48,039,664100,1885,3140,5790,5740,6750,9510,5040,5155,31245
48,039,664200,775,600,1845,2000,650,1500,1620,1520,6190
48,039,664300,,,,,,,,,
48,039,664400,,,,,,,,,
48,039,664501,545,2725,5820,8395,4075,18480,2425,7080,15965
48,039,990000,,,,,,,,,
48,041,000101,2355,6050,11795,18875,6810,3300,1295,1645,13745
48,041,000102,1655,5605,12185,11105,5125,9720,6335,1035,20055
48,041,000103,,,,,,,,,
48,041,000201,4105,8295,13515,6685,975,7170,1715,5905,4490
48,041,000202,1580,3245,10765,12400,3060,7200,2665,2195,17525
48,041,000300,1080,9980,11880,7380,5450,3270,3925,5940,8715
48,041,000400,,,,,,,,,
48,041,000500,,,,,,,,,
48,041,000603,1320,5450,7160,7880,,5460,2510,900,5295
48,041,000604,2230,5285,9630,4740,2875,4710,1160,2700,11080
48,041,000700,,,,,,,,,
48,041,000800,,,,,,,,,
48,041,000900,,,,,,,,,
48,041,001000,,,,,,,,,
48,041,001100,,,,,,,,,
48,041,001301,,,,,,,,,
48,041,001302,,,,,,,,,
48,041,001303,,,,,,,,,
48,041,001400,,,,,,,,,
48,041,001601,,,,,,,,,
48,041,001604,,,,,,,,,
48,041,001605,,,,,,,,,
48,041,001606,,,,,,,,,
48,041,001701,,,,,,,,,
48,041,001702,,,,,,,,,
48,041,001801,,,,,,,,,
48,041,001803,,,,,,,,,
48,041,001804,,,,,,,,,
48,041,001900,,,,,,,,,
48,041,002001,,,,,,,,,
48,041,002002,,,,,,,,,
48,041,002006,,,,,,,,,
48,041,002007,3210,6160,14970,16140,4425,6000,,6575,45770
48,041,002008,,,,,,,,,
48,041,002009,,,,,,,,,
48,041,002010,,,,,,,,,
48,041,002011,,,,,,,,,
48,041,002012,,,,,,,,,
48,041,002013,,,,,,,,,
48,041,002014,,,,,,,,,
48,041,002015,,,,,,,,,
48,041,980000,,,,,,,,,
48,043,950300,,,,,,,,,
48,043,950400,,,,,,,,,
48,043,950500,2105,1820,4990,740,645,3780,2055,1665,3510
48,045,950200,,,,,,,,,
48,047,950100,,,,,,,,,
48,047,950200,,,,,,,,,
48,049,950100,720,590,270,2160,1525,5700,2865,3465,3360
48,049,950200,860,1125,3515,8440,2075,9300,,,18305
48,049,950300,400,800,4350,9495,1550,4260,860,1365,10675
48,049,950500,,,,,,,,,
48,049,950600,,,,,,,,,
48,049,950700,,,,,,,,,
48,049,950800,,,,,,,,,
48,049,950900,,,,,,,,,
48,049,951000,,,,,,,,,
48,049,951100,,,,,,,,,
48,049,951200,,,,,,,,,
48,049,951300,,,,,,,,,
48,051,970100,130,490,630,1200,2490,2850,1650,4260,6370
48,051,970200,945,1625,1590,2940,1375,3870,9990,11665,25250
48,051,970300,,,,,,,,,
48,051,970400,1280,1065,1335,3340,3195,6960,2350,5560,4240
48,051,970500,1560,1550,945,2065,2550,9000,6180,4855,7340
48,053,960100,1190,1110,2785,3720,1575,10710,18120,19115,30460
48,053,960200,315,1350,2130,5660,700,3030,3600,6365,15975
48,053,960300,3625,3730,5385,6280,2775,4980,4445,5125,9950
48,053,960400,,,,,,,,,
48,053,960500,,,,,,,,,
48,053,960600,,,,,,,,,
48,053,960700,,,,,,,,,
48,053,960800,385,3415,5590,7400,2125,12240,8420,12065,32245
48,055,960101,500,1700,1815,3670,1450,14730,12165,18100,26790
48,055,960102,,,,,,,,,
48,055,960200,,,,,,,,,
48,055,960300,1890,1495,1145,3720,1100,5400,5780,22900,28095
48,055,960400,,,,,,,,,
48,055,960500,1480,3940,8165,7500,4500,12360,10120,8505,17385
48,055,960600,385,1810,975,2800,700,1290,2880,4240,16045
48,055,960700,3440,1770,1020,2040,,13500,2910,15900,36435
48,057,000100,3930,4715,7080,3640,2575,6360,2070,3735,13280
48,057,000200,,,,,,,,,
48,057,000300,500,1605,1505,2360,625,540,2170,1530,2050
48,057,000400,2245,3630,8415,4740,6175,8880,6130,5490,7240
48,057,000500,1435,1000,2250,1720,1700,4620,2395,6440,17070
48,057,990000,,,,,,,,,
48,059,030101,1580,2410,4995,7485,3825,3330,3080,2695,8220
48,059,030102,710,870,3945,8810,2700,11920,2110,2970,7480
48,059,030200,2385,2110,1830,3205,1775,5190,5200,5250,8360
48,061,010100,1025,3580,6150,11910,7800,13620,6480,7305,2325
48,061,010201,,,,,,,,,
48,061,010203,,,,,,,,,
48,061,010301,,,,,,,,,
48,061,010302,2050,5710,9690,13740,4300,15870,2785,6840,6240
48,061,010401,740,2955,8785,10980,2350,5580,3515,5620,10150
48,061,010402,,,,,,,,,
48,061,010500,,,,,,,,,
48,061,010601,,,,,,,,,
48,061,010602,945,1320,2010,1770,,1800,1405,2245,3120
48,061,010700,,,,,,,,,
48,061,010800,,,,,,,,,
48,061,010900,,,,,,,,,
48,061,011000,,,,,,,,,
48,061,011100,,,,,,,,,
48,061,011200,,,,,,,,,
48,061,011301,,,,,,,,,
48,061,011302,,,,,,,,,
48,061,011400,,,,,,,,,
48,061,011500,,,,,,,,,
48,061,011600,,,,,,,,,
48,061,011700,,,,,,,,,
48,061,011801,1825,5970,6285,5400,2175,3030,2605,1890,2820
48,061,011802,,,,,,,,,
48,061,011901,1420,1870,5550,7160,6375,5310,1790,2520,
48,061,011902,,,,,,,,,
48,061,011903,,,,,,,,,
48,061,012001,,,,,,,,,
48,061,012002,,,,,,,,,
48,061,012101,605,2485,3915,8800,1050,3420,3185,7320,3060
48,061,012102,1005,1460,6675,7020,1680,6540,1900,5495,5010
48,061,012200,1650,5630,4995,10250,10075,43560,14590,11130,13750
48,061,012301,595,850,4350,4260,2700,7170,5800,6535,10075
48,061,012304,1385,4925,5175,1480,1700,7410,2640,2610,9700
48,061,012305,,,,,,,,,
48,061,012401,,,,,,,,,
48,061,012402,1330,1490,3575,7860,4025,18450,2145,2385,4305
48,061,012504,6345,13915,18210,32280,11975,27450,8170,,9810
48,061,012505,,,,,,,,,
48,061,012506,,,,,,,,,
48,061,012507,820,2700,12015,8880,2175,7050,3270,2035,7115
48,061,012508,,,,,,,,,
48,061,012607,,,,,,,,,
48,061,012608,955,2780,8325,8340,1600,1170,1120,,3780
48,061,012609,1385,3870,6510,8680,2150,9750,5600,4230,8460
48,061,012612,,,,,,,,,
48,061,012613,,,,,,,,,
48,061,012700,385,3150,6370,6440,2025,6840,2915,3190,
48,061,012800,165,2345,3255,8560,3420,11370,3565,1890,4800
48,061,012900,,,,,,,,,
48,061,013002,1325,3450,6365,2100,3450,3030,4460,2880,5980
48,061,013003,,,,,,,,,
48,061,013004,,,,,,,,,
48,061,013102,,,,,,,,,
48,061,013104,,,,,,,,,
48,061,013106,,,,,,,,,
48,061,013203,,,,,,,,,
48,061,013204,,,,,,,,,
48,061,013205,,,,,,,,,
48,061,013206,,,,,,,,,
48,061,013207,,,,,,,,,
48,061,013303,,,,,,,,,
48,061,013305,,,,,,,,,
48,061,013306,,,,,,,,,
48,061,013307,,,,,,,,,
48,061,013308,,,,,,,,,
48,061,013309,,,,,,,,,
48,061,013401,,,,,,,,,
48,061,013402,,,,,,,,,
48,061,013500,,,,,,,,,
48,061,013600,,,,,,,,,
48,061,013700,,,,,,,,,
48,061,013801,,,,,,,,,
48,061,013802,,,,,,,,,
48,061,013901,,,,,,,,,
48,061,013902,,,,,,,,,
48,061,013903,,,,,,,,,
48,061,014001,,,,,,,,,
48,061,014002,,,,,,,,,
48,061,014100,1515,5690,15800,19120,5750,14730,5160,5450,5790
48,061,014200,,,,,,,,,
48,061,014300,830,2960,5940,8900,1500,5340,1240,3115,2200
48,061,014400,1880,13405,27850,22080,8295,28090,16655,10900,24820
48,061,014500,,,,,,,,,
48,061,980001,,,,,,,,,
48,061,980100,,,,,,,,,
48,061,990000,,,,,,,,,
48,063,950101,105,2380,1950,3100,2105,5790,5900,1755,6450
48,063,950102,,,,,,,,,
48,063,950200,,,,,,,,,
48,065,950100,790,1900,1575,3155,1225,2850,1540,2935,5760
48,065,950200,1765,3650,1730,2835,2830,6690,2410,5310,2490
48,067,950100,1600,4260,8510,4360,2785,14230,8165,15740,12660
48,067,950200,90,370,1305,3680,475,7230,4585,5685,12065
48,067,950300,850,1920,720,980,900,5220,1110,1255,6335
48,067,950400,3515,2530,2010,3900,1950,6900,3760,5865,16470
48,067,950500,955,1705,2105,2760,400,4140,2640,3415,6170
48,067,950600,1695,1595,2880,3920,2200,4650,5935,8695,15215
48,067,950700,1700,3035,7415,5140,1790,5700,2660,10810,25800
48,069,950100,,,,,,,,,
48,069,950200,,,,,,,,,
48,069,950300,1130,1010,2335,1480,1900,2730,2735,1470,720
48,071,710100,1915,2145,2745,7840,3370,13050,6835,19140,33695
48,071,710200,2200,7465,11700,22645,16325,39030,18735,39335,88340
48,071,710300,250,1275,945,1820,1325,3540,1615,4125,10755
48,071,710401,3455,1480,4865,3360,1725,10230,4695,10435,27950
48,071,710500,1810,2650,360,1400,1275,7140,2415,7985,11140
48,071,710600,,,,,,,,,
48,071,990000,,,,,,,,,
48,073,950100,2495,1730,3380,4655,2900,13170,2295,3015,16425
48,073,950200,535,840,6015,11040,5445,14760,9665,5670,53150
48,073,950300,1915,7000,6575,8940,1950,7350,5110,12260,16065
48,073,950400,,,,,,,,,
48,073,950500,1275,4655,4150,3060,1300,5100,2220,1800,7175
48,073,950600,5435,5400,2770,3780,,4230,1835,7855,16790
48,073,950700,1840,2720,3765,1200,875,6180,4230,2220,8205
48,073,950801,,,,,,,,,
48,073,950802,835,2810,3980,4160,2550,7290,1080,3735,12625
48,073,950900,,,,,,,,,
48,073,951000,,,,,,,,,
48,073,951100,385,360,540,960,945,6240,1435,2880,2820
48,075,950100,,,,,,,,,
48,075,950200,,,,,,,,,
48,077,030200,,,,,,,,,
48,077,030301,1090,1050,4380,10220,5090,12275,2650,4735,6610
48,077,030302,460,830,2130,2555,2010,7050,4045,6410,10155
48,079,950100,1390,1545,2360,2135,775,2340,1965,1575,7420
48,081,950100,,,,,,,,,
48,081,950200,970,595,1170,560,,2940,345,3330,4620
48,083,950300,3950,2950,390,3560,,4230,1355,2330,8230
48,083,950600,605,230,1740,1320,400,450,1530,2815,17780
48,083,950700,1295,890,2610,2100,850,3540,1950,2265,10065
48,085,030100,710,1885,2925,3765,3615,11700,6620,16835,50640
48,085,030201,,,,,,,,,
48,085,030202,180,630,2850,1320,1135,3030,5555,8180,10725
48,085,030203,3485,5240,9325,14550,13875,37490,24610,48745,81355
48,085,030301,1065,1050,3615,3240,1640,12870,5385,17240,13750
48,085,030302,,,,,,,,,
48,085,030303,940,1470,3460,4060,3325,9420,6995,20500,18775
48,085,030304,635,510,1080,1575,1450,4290,9460,7780,12430
48,085,030305,2650,3420,3540,10180,4600,25490,12310,29125,43430
48,085,030403,2295,4090,3830,4765,2325,8370,7915,21075,19640
48,085,030404,1010,3000,3930,6325,3750,10230,17745,19500,29640
48,085,030405,1310,2835,11290,4020,4815,15380,8760,16275,3400
48,085,030406,,,,,,,,,
48,085,030407,590,2370,1635,5600,1725,9120,3100,11265,7890
48,085,030408,1025,7210,4170,12140,8700,13590,10045,19245,18480
48,085,030504,555,1810,1090,2335,5925,3090,8785,6190,7825
48,085,030505,3280,4105,2460,3440,2125,7140,11875,4000,8100
48,085,030506,610,3910,1230,4960,1525,3030,5340,8655,5505
48,085,030507,,,,,,,,,
48,085,030508,2405,4250,5845,4560,2445,14700,5135,11150,13575
48,085,030509,505,2580,2940,3700,2400,5040,3325,5865,13865
48,085,030510,505,1840,5270,1960,3575,7110,4355,8090,7650
48,085,030511,685,1690,3960,13060,2875,10260,7170,16300,20395
48,085,030512,340,2070,2945,3120,5500,5460,6845,13845,6700
48,085,030513,1475,3895,6005,9080,4025,25230,12220,16245,11625
48,085,030514,725,2470,4785,11700,3250,20640,11560,12400,11645
48,085,030515,1920,2430,4875,6820,8425,18030,11950,15865,13345
48,085,030516,675,1870,7485,7540,4425,19920,9870,12255,15360
48,085,030517,1695,4100,4335,4540,5900,11550,8280,17805,14715
48,085,030518,115,1010,2055,3380,1295,4950,4780,6120,8480
48,085,030519,615,1355,1100,2745,1550,3000,1695,8445,9655
48,085,030520,680,3855,5430,3040,6155,14640,6690,23070,12445
48,085,030521,470,1360,3180,3000,1510,6720,8330,11115,18440
48,085,030522,350,1740,4675,6100,4650,12090,10935,23955,24580
48,085,030523,965,3375,9580,14270,14725,16470,10970,27820,30935
48,085,030524,140,635,2125,4600,2780,5340,2030,10065,6090
48,085,030525,1290,2240,6630,5760,2800,5820,5405,24945,20165
48,085,030526,1100,3350,6300,7520,5275,23610,10350,30155,41150
48,085,030527,465,4000,2805,4680,4975,7320,10185,13195,14960
48,085,030528,985,4540,10185,9090,5675,16020,9845,31860,21120
48,085,030529,565,2180,2840,1960,3200,9180,4500,18100,5055
48,085,030530,1865,900,6120,5660,1175,12720,8120,13875,15065
48,085,030531,455,2470,3020,5620,5950,10375,12465,13485,18285
48,085,030601,2175,5055,8310,8100,5240,23205,15310,26025,24880
48,085,030603,1345,5690,6395,6180,4375,14460,16420,21935,39965
48,085,030604,,,,,,,,,
48,085,030605,1600,4405,6015,12975,2075,13350,12665,16280,35510
48,085,030701,,,,,,,,,
48,085,030702,1605,4350,3465,4180,1225,8160,4045,8235,17525
48,085,030801,2175,4340,7620,5440,1630,8820,2135,8100,5820
48,085,030802,2085,6320,6810,8280,1425,9300,2860,6920,18960
48,085,030900,2100,8750,6645,7340,4625,20550,12310,18360,9080
48,085,031001,305,570,5940,11340,2550,29460,15740,23570,25500
48,085,031003,765,1970,2025,2220,1475,5400,7975,15135,20690
48,085,031004,805,2100,2305,4640,6725,9000,9170,16765,39710
48,085,031100,2260,1755,3480,5180,2800,18030,22580,36885,81860
48,085,031201,610,1265,2820,3860,3775,12390,10500,17240,31845
48,085,031202,535,1230,1245,1940,1725,8220,10885,19195,34270
48,085,031308,1150,2350,3470,7210,4950,17810,7790,28550,15530
48,085,031309,2125,3395,6930,6745,10765,27740,18880,40865,50180
48,085,031310,1780,6090,6045,11275,6625,24870,18860,28870,21000
48,085,031311,1945,2930,4920,7535,10090,30780,20835,35565,50295
48,085,031312,800,3080,5735,7730,4375,16080,12870,24380,14400
48,085,031313,1825,3855,6470,12680,9630,22970,26040,39550,38545
48,085,031314,,,,,,,,,
48,085,031315,2885,5750,9505,19100,17750,40680,40600,51050,90445
48,085,031316,1135,1360,3945,12440,5375,15755,15770,17000,5325
48,085,031317,1340,3040,5080,9280,8240,15480,22100,31635,19530
48,085,031405,3120,9730,14145,25795,19525,32670,26930,46080,65885
48,085,031406,4635,12150,9285,20025,17295,35010,17600,43935,56555
48,085,031407,480,2200,2950,5760,7025,13050,9500,16780,14190
48,085,031408,1050,1830,3100,4560,3150,8130,3135,8010,7290
48,085,031409,2040,5560,13705,13285,14385,25710,22865,34345,21380
48,085,031410,3165,5340,13230,12900,7500,19320,12610,28740,25645
48,085,031411,470,3770,3820,7200,3700,12660,10125,12695,9615
48,085,031504,2050,3930,1995,11020,7450,22740,8640,16075,24840
48,085,031505,2260,3070,10065,13865,5700,19680,15825,22585,14035
48,085,031506,1790,6040,10530,16280,3375,17280,7015,7540,30980
48,085,031507,575,3725,5760,8960,4300,8580,1920,13255,9970
48,085,031508,2575,5695,6670,6880,4250,11730,6250,17215,7290
48,085,031611,690,2690,4245,6065,3100,8850,2715,13320,10280
48,085,031612,445,4295,5925,7360,4290,10770,7940,8670,22800
48,085,031613,870,2665,5445,8465,7350,10830,12490,11260,15230
48,085,031621,1480,2425,9060,14080,3900,15150,7115,11610,17640
48,085,031622,1200,2985,5200,8795,2350,11730,6520,17060,15590
48,085,031623,880,1305,3295,4090,3800,2910,6535,6820,7780
48,085,031624,,,,,,,,,
48,085,031625,1075,2710,5175,8340,3500,12600,6765,6875,8360
48,085,031626,975,1330,2430,2965,2100,5190,2600,8535,4885
48,085,031627,930,4350,3545,8860,2650,14040,5845,10450,14455
48,085,031628,675,1130,4255,3410,5175,7740,3915,2250,10365
48,085,031629,1385,1950,3250,3980,1275,6720,3515,10560,15960
48,085,031630,,,,,,,,,
48,085,031631,630,2300,5660,6880,4290,11700,15040,18375,13170
48,085,031632,1390,2470,8205,11090,11310,11520,6805,4680,14185
48,085,031633,610,2115,5820,4865,3200,9180,11365,5750,8605
48,085,031634,510,1730,4725,4360,1700,7920,4770,2925,15985
48,085,031635,1360,2340,6005,6560,4425,4950,9160,8125,16405
48,085,031636,905,6060,7600,9560,4750,12420,11765,10435,19370
48,085,031637,930,3535,8900,8160,4700,12540,7820,14475,17835
48,085,031638,950,2485,7700,9200,6625,14940,13760,15565,14550
48,085,031639,650,4960,7015,10860,4000,18240,16995,16530,8960
48,085,031640,1280,7290,12570,9900,3375,15930,9580,9190,22590
48,085,031641,1055,2760,8535,10020,2770,9990,8595,12250,14860
48,085,031642,955,3580,6735,5140,3950,8640,6075,11975,13500
48,085,031643,880,2170,5700,8620,2700,8190,4240,9720,8280
48,085,031645,595,970,1065,2480,1450,4695,2685,5085,2820
48,085,031646,1675,4220,4925,7475,3560,10800,6275,9075,7070
48,085,031647,950,2900,3255,5140,2225,11130,4135,5140,5370
48,085,031648,2965,4805,10215,7740,3915,16260,7580,15215,13280
48,085,031649,730,3255,4785,5640,1575,17010,3605,6270,6630
48,085,031652,1745,3240,12755,4880,6850,17070,18940,12980,19710
48,085,031653,1920,4485,7625,8085,11900,18030,13035,11120,4815
48,085,031654,625,3850,3255,4600,2475,8640,6515,10520,4260
48,085,031655,1620,3880,5025,6720,3700,17280,8655,13315,10760
48,085,031656,,,,,,,,,
48,085,031657,1765,1410,3955,2240,4175,7200,3395,3240,1860
48,085,031658,2320,3435,6900,11450,1915,11160,6410,4260,6540
48,085,031659,,,,,,,,,
48,085,031660,2735,5960,4635,3380,1775,7290,4565,4285,6285
48,085,031661,130,1740,2520,2200,1650,6660,5345,7065,8530
48,085,031662,835,2820,6055,6240,1700,11880,9570,17170,5400
48,085,031663,390,2425,3435,5660,1150,6990,10290,8925,3300
48,085,031664,645,1800,3280,5320,2550,9000,4140,14925,8785
48,085,031704,805,2830,6385,9295,3225,12210,2100,5570,7630
48,085,031706,355,1890,1990,2670,1700,4350,3580,1305,7425
48,085,031708,,,,,,,,,
48,085,031709,650,2460,8090,8120,4730,13140,6310,7070,10695
48,085,031711,,,,,,,,,
48,085,031712,1580,4540,7320,16985,7275,19110,5650,9080,15040
48,085,031713,,,,,,,,,
48,085,031714,,,,,,,,,
48,085,031715,,,,,,,,,
48,085,031716,650,3195,2665,5380,2225,4890,1550,3410,3780
48,085,031717,,,,,,,,,
48,085,031718,780,1600,4200,4170,2305,4680,3125,3445,4210
48,085,031719,835,2620,2265,2470,990,2970,2645,2910,2700
48,085,031720,,,,,,,,,
48,085,031802,1805,5300,6315,8855,5200,12570,9940,12700,11540
48,085,031804,,,,,,,,,
48,085,031805,1850,2415,4895,7860,3150,15960,4000,7185,8530
48,085,031806,,,,,,,,,
48,085,031807,1080,1935,4760,7090,2940,8400,7645,12100,5220
48,085,031900,1420,2650,4955,8780,1300,18060,5095,6615,6750
48,085,032003,1920,4330,7525,7640,4200,16205,6610,3915,11315
48,085,032004,2805,5595,9690,8770,7750,17100,9600,21720,17805
48,085,032008,1785,1920,3515,3715,1075,15420,6500,11930,11080
48,085,032009,1650,2625,6820,7860,7675,14340,13060,12040,13880
48,085,032010,1200,2770,9320,6840,3650,14760,5395,15060,7390
48,085,032011,2285,4280,3420,7200,4815,18300,9520,9800,16390
48,085,032012,1050,2425,4755,6220,3300,10200,5555,8235,13410
48,085,032013,1135,5820,7110,7120,6325,9990,18180,7470,8420
48,087,950300,2505,1620,960,1240,1325,4350,1710,1585,9390
48,089,750100,,,,,,,,,
48,089,750200,,,,,,,,,
48,089,750300,2500,4760,5715,3060,4475,4590,2055,3650,16685
48,089,750400,1760,2070,4055,5820,4500,9180,4995,2430,19990
48,089,750500,,,,,,,,,
48,091,310100,1070,5695,3360,2920,1775,2100,2480,5845,12400
48,091,310200,905,2600,3180,3195,2825,3180,1745,6605,10050
48,091,310300,2810,8695,4715,3220,3275,2820,5240,15530,10375
48,091,310401,,,,,,,,,
48,091,310403,2040,5930,3480,5480,2085,12330,9820,14790,10900
48,091,310404,2970,4260,5940,3260,3250,5370,2765,6960,2520
48,091,310501,1580,2650,2370,5500,3600,2550,975,6905,4350
48,091,310502,2425,2890,6895,4660,2780,6630,,3630,21070
48,091,310503,,,,,,,,,
48,091,310603,510,435,1965,1720,1650,7800,1300,13725,23405
48,091,310604,200,385,795,1820,1500,5010,2080,13970,20025
48,091,310605,1005,440,1920,3660,2250,5610,11825,22280,28315
48,091,310606,,,,,,,,,
48,091,310607,,,,,,,,,
48,091,310608,680,500,795,3100,1575,9180,4315,8285,11250
48,091,310701,605,2350,8510,4210,2375,10650,9395,21410,22780
48,091,310702,445,1190,3845,2660,2675,8640,11750,17490,33570
48,091,310703,355,2845,1380,4860,6275,14070,9210,31590,33345
48,091,310704,240,1100,1770,2300,3550,11880,12105,29365,18780
48,091,310801,660,840,2150,8315,3345,9510,10950,19080,13125
48,091,310802,2130,5300,8160,2835,3450,6570,7950,12910,26000
48,091,310901,660,2240,3705,10165,2750,7500,5755,4860,19770
48,091,310902,1605,2590,9700,5695,5325,9000,4250,12435,31820
48,091,310903,120,1705,4530,8100,2525,9030,3330,11365,21185
48,093,950100,,,,,,,,,
48,093,950200,1440,2655,1855,2420,660,3045,4945,3300,9110
48,093,950300,,,,,,,,,
48,093,950400,700,230,1125,1930,875,3120,1840,1575,1355
48,095,950300,1670,790,1020,3420,350,3030,1700,605,12250
48,097,000100,1785,2970,7140,7400,3155,7110,4840,8185,22295
48,097,000200,3180,3685,4765,5090,2025,5310,4970,8930,12395
